order_id,customer_id,captain_id,restaurant_id,district,order_time,delivery_time_min,prep_time_min,weather,traffic_level,order_value_sar,status,hour_of_day,day_of_week,is_peak_hour,is_delayed
ORD031549,CUST01340,CAP079,REST023,الورود,2025-12-16 10:47:00,36,10,بارد,شديد الكثافة,224.92,delivered,10,Tuesday,0,0
ORD031550,CUST02528,CAP153,REST063,حطين,2025-06-06 16:23:00,43,18,حار جداً,متوسط,89.39,delivered,16,Friday,0,0
ORD031551,CUST01311,CAP005,REST054,الملقا,2026-05-20 13:35:00,64,26,بارد,خفيف,40.36,delayed,13,Wednesday,1,1
ORD031552,CUST01068,CAP134,REST053,الملقا,2025-04-02 12:43:00,41,5,غائم,كثيف,87.18,delivered,12,Wednesday,1,0
ORD031553,CUST04321,CAP066,REST008,النخيل,2025-07-27 21:41:00,52,8,حار جداً,متوسط,228.75,delayed,21,Sunday,1,1
ORD031554,CUST03274,CAP130,REST055,المروج,2025-03-06 15:02:00,65,30,صافي,خفيف,30.5,cancelled,15,Thursday,0,1
ORD031555,CUST02192,CAP068,REST062,الياسمين,2025-05-03 16:01:00,48,33,بارد,خفيف,249.49,delivered,16,Saturday,0,0
ORD031556,CUST03294,CAP175,REST071,حطين,2025-12-15 17:18:00,46,5,حار جداً,شديد الكثافة,121.96,delivered,17,Monday,0,0
ORD031557,CUST02941,CAP053,REST068,الملقا,2026-05-09 16:36:00,70,36,صافي,شديد الكثافة,337.44,delayed,16,Saturday,0,1
ORD031558,CUST03172,CAP096,REST035,النخيل,2025-07-15 09:10:00,43,15,غائم,شديد الكثافة,330.59,delivered,9,Tuesday,0,0
ORD031559,CUST04604,CAP005,REST034,حطين,2025-01-23 15:34:00,42,6,عاصف,كثيف,89.48,delivered,15,Thursday,0,0
ORD031560,CUST04470,CAP127,REST006,العليا,2025-09-05 13:20:00,75,34,عاصف,شديد الكثافة,288.81,delayed,13,Friday,1,1
ORD031561,CUST01102,CAP182,REST074,حطين,2025-02-28 19:47:00,61,34,حار جداً,خفيف,34.63,cancelled,19,Friday,1,1
ORD031562,CUST04235,CAP077,REST005,حطين,2025-04-18 13:29:00,50,21,بارد,كثيف,169.46,delivered,13,Friday,1,0
ORD031563,CUST04009,CAP163,REST016,الورود,2026-04-06 15:36:00,41,20,عاصف,متوسط,83.38,delivered,15,Monday,0,0
ORD031564,CUST04760,CAP179,REST042,الورود,2025-04-02 15:05:00,50,12,حار جداً,كثيف,224.34,delivered,15,Wednesday,0,0
ORD031565,CUST01533,CAP020,REST060,النخيل,2026-05-23 15:58:00,28,6,صافي,شديد الكثافة,331.64,delivered,15,Saturday,0,0
ORD031566,CUST03203,CAP030,REST060,النخيل,2025-10-10 13:23:00,42,6,بارد,كثيف,107.89,delivered,13,Friday,1,0
ORD031567,CUST00095,CAP172,REST074,حطين,2025-05-16 19:40:00,88,36,بارد,شديد الكثافة,77.54,delayed,19,Friday,1,1
ORD031568,CUST04071,CAP066,REST075,المروج,2025-08-20 07:38:00,48,19,حار جداً,متوسط,101.35,delivered,7,Wednesday,0,0
ORD031569,CUST03349,CAP183,REST024,الملقا,2025-07-26 21:22:00,49,32,بارد,كثيف,122.52,delivered,21,Saturday,1,0
ORD031570,CUST01979,CAP081,REST034,حطين,2025-09-16 22:22:00,59,11,عاصف,كثيف,206.33,delayed,22,Tuesday,0,1
ORD031571,CUST04018,CAP159,REST013,النخيل,2026-04-16 15:34:00,37,9,عاصف,متوسط,27.7,delivered,15,Thursday,0,0
ORD031572,CUST00818,CAP138,REST008,النخيل,2025-10-31 10:27:00,39,11,غائم,متوسط,311.86,delivered,10,Friday,0,0
ORD031573,CUST01660,CAP114,REST031,الورود,2025-09-19 21:32:00,46,14,عاصف,متوسط,143.72,delivered,21,Friday,1,0
ORD031574,CUST04454,CAP198,REST022,الملقا,2026-03-13 08:22:00,54,27,غائم,متوسط,214.42,delayed,8,Friday,0,1
ORD031575,CUST03373,CAP035,REST007,الياسمين,2025-01-25 10:00:00,37,19,حار جداً,كثيف,41.33,cancelled,10,Saturday,0,0
ORD031576,CUST04849,CAP006,REST044,العليا,2026-04-14 18:16:00,28,5,بارد,كثيف,239.68,delivered,18,Tuesday,0,0
ORD031577,CUST04973,CAP118,REST018,النخيل,2025-02-10 09:08:00,36,13,صافي,شديد الكثافة,172.37,delivered,9,Monday,0,0
ORD031578,CUST02618,CAP080,REST001,الملقا,2025-09-16 13:16:00,70,25,عاصف,خفيف,52.17,delayed,13,Tuesday,1,1
ORD031579,CUST01439,CAP064,REST002,الملقا,2025-01-01 21:07:00,56,18,صافي,متوسط,194.46,delayed,21,Wednesday,1,1
ORD031580,CUST02866,CAP025,REST002,الملقا,2025-11-21 19:26:00,36,16,غائم,خفيف,193.99,delivered,19,Friday,1,0
ORD031581,CUST03404,CAP014,REST012,النخيل,2025-05-02 14:02:00,49,38,صافي,متوسط,203.2,delivered,14,Friday,0,0
ORD031582,CUST00321,CAP074,REST004,الياسمين,2025-02-12 23:54:00,52,14,حار جداً,كثيف,186.92,delayed,23,Wednesday,0,1
ORD031583,CUST00858,CAP137,REST036,الياسمين,2025-04-05 09:19:00,59,33,بارد,خفيف,324.91,delayed,9,Saturday,0,1
ORD031584,CUST01022,CAP087,REST003,النخيل,2025-03-09 13:26:00,66,16,حار جداً,شديد الكثافة,204.55,delayed,13,Sunday,1,1
ORD031585,CUST02707,CAP108,REST017,السليمانية,2025-06-26 13:54:00,65,18,غائم,شديد الكثافة,39.49,delayed,13,Thursday,1,1
ORD031586,CUST01572,CAP182,REST034,حطين,2025-02-08 13:19:00,35,11,صافي,خفيف,97.7,delivered,13,Saturday,1,0
ORD031587,CUST00057,CAP040,REST073,العليا,2026-01-19 16:46:00,70,36,بارد,متوسط,73.39,delayed,16,Monday,0,1
ORD031588,CUST02036,CAP191,REST070,الياسمين,2026-02-28 12:46:00,47,21,صافي,خفيف,218.76,delivered,12,Saturday,1,0
ORD031589,CUST03806,CAP200,REST071,حطين,2025-12-24 09:01:00,33,13,بارد,متوسط,92.53,delivered,9,Wednesday,0,0
ORD031590,CUST02063,CAP154,REST033,الياسمين,2026-03-16 17:33:00,46,20,بارد,كثيف,92.45,delivered,17,Monday,0,0
ORD031591,CUST04810,CAP169,REST067,حطين,2026-02-09 22:40:00,68,40,حار جداً,متوسط,238.27,cancelled,22,Monday,0,1
ORD031592,CUST02757,CAP026,REST020,الملقا,2026-04-10 11:47:00,56,23,بارد,شديد الكثافة,170.29,cancelled,11,Friday,0,1
ORD031593,CUST01866,CAP187,REST062,الياسمين,2025-08-08 17:36:00,64,33,غائم,شديد الكثافة,175.96,delayed,17,Friday,0,1
ORD031594,CUST03283,CAP022,REST074,حطين,2025-10-14 09:50:00,51,34,صافي,كثيف,288.0,delayed,9,Tuesday,0,1
ORD031595,CUST04226,CAP002,REST041,الشهداء,2026-03-24 16:16:00,31,13,غائم,كثيف,216.29,delivered,16,Tuesday,0,0
ORD031596,CUST02547,CAP150,REST056,الورود,2025-11-17 10:18:00,54,38,حار جداً,خفيف,327.24,delayed,10,Monday,0,1
ORD031597,CUST00803,CAP067,REST003,النخيل,2025-11-04 18:35:00,49,22,صافي,متوسط,65.99,delivered,18,Tuesday,0,0
ORD031598,CUST04741,CAP142,REST054,الملقا,2026-05-23 13:21:00,41,20,غائم,كثيف,150.76,delivered,13,Saturday,1,0
ORD031599,CUST00762,CAP140,REST022,الملقا,2025-11-05 21:46:00,69,30,صافي,كثيف,189.84,delayed,21,Wednesday,1,1
ORD031600,CUST04036,CAP040,REST080,الملقا,2025-09-07 08:25:00,35,18,حار جداً,خفيف,277.5,delivered,8,Sunday,0,0
ORD031601,CUST02348,CAP130,REST029,السليمانية,2026-04-07 09:24:00,34,14,حار جداً,خفيف,205.54,delivered,9,Tuesday,0,0
ORD031602,CUST04904,CAP163,REST003,النخيل,2025-01-29 11:56:00,41,15,حار جداً,كثيف,290.66,delivered,11,Wednesday,0,0
ORD031603,CUST03536,CAP176,REST024,الملقا,2026-03-31 17:29:00,76,29,صافي,شديد الكثافة,119.86,delayed,17,Tuesday,0,1
ORD031604,CUST02877,CAP013,REST060,النخيل,2025-12-31 13:37:00,48,10,عاصف,خفيف,100.02,delivered,13,Wednesday,1,0
ORD031605,CUST03095,CAP136,REST020,الملقا,2025-07-01 21:30:00,37,20,غائم,خفيف,311.6,delivered,21,Tuesday,1,0
ORD031606,CUST04870,CAP024,REST053,الملقا,2025-01-01 08:11:00,40,8,صافي,متوسط,195.73,delivered,8,Wednesday,0,0
ORD031607,CUST00646,CAP143,REST010,حطين,2025-09-18 14:58:00,43,6,حار جداً,متوسط,334.93,delivered,14,Thursday,0,0
ORD031608,CUST03903,CAP088,REST063,حطين,2025-03-09 16:00:00,52,20,صافي,كثيف,34.56,delayed,16,Sunday,0,1
ORD031609,CUST01783,CAP088,REST010,حطين,2026-02-05 21:42:00,51,12,بارد,خفيف,98.41,delayed,21,Thursday,1,1
ORD031610,CUST01453,CAP082,REST026,الملقا,2025-05-17 19:31:00,48,17,صافي,كثيف,135.37,delivered,19,Saturday,1,0
ORD031611,CUST01271,CAP154,REST014,الورود,2025-06-05 14:45:00,55,28,حار جداً,كثيف,251.84,cancelled,14,Thursday,0,1
ORD031612,CUST03919,CAP110,REST057,المروج,2025-12-27 17:21:00,54,26,بارد,شديد الكثافة,279.29,delayed,17,Saturday,0,1
ORD031613,CUST02632,CAP108,REST058,الربوة,2025-07-12 22:08:00,32,12,عاصف,خفيف,113.92,delivered,22,Saturday,0,0
ORD031614,CUST04810,CAP014,REST010,حطين,2025-05-24 11:15:00,42,7,بارد,متوسط,54.47,delivered,11,Saturday,0,0
ORD031615,CUST03861,CAP137,REST050,النخيل,2025-08-06 17:09:00,47,23,صافي,كثيف,196.28,delivered,17,Wednesday,0,0
ORD031616,CUST03318,CAP064,REST039,السليمانية,2025-10-30 08:11:00,43,13,غائم,متوسط,23.67,delivered,8,Thursday,0,0
ORD031617,CUST00728,CAP009,REST065,السليمانية,2026-04-08 09:03:00,64,21,صافي,شديد الكثافة,39.58,delayed,9,Wednesday,0,1
ORD031618,CUST01974,CAP094,REST001,الملقا,2025-08-21 20:17:00,70,31,حار جداً,شديد الكثافة,113.77,delayed,20,Thursday,1,1
ORD031619,CUST02033,CAP125,REST056,الورود,2026-04-25 16:24:00,79,39,بارد,كثيف,315.97,delayed,16,Saturday,0,1
ORD031620,CUST01759,CAP124,REST051,النخيل,2025-03-28 13:38:00,69,23,صافي,كثيف,125.11,delayed,13,Friday,1,1
ORD031621,CUST03867,CAP149,REST072,النخيل,2026-05-18 13:27:00,48,11,غائم,خفيف,221.18,cancelled,13,Monday,1,0
ORD031622,CUST00443,CAP200,REST025,العليا,2025-06-19 14:29:00,71,33,صافي,متوسط,302.57,delayed,14,Thursday,0,1
ORD031623,CUST02849,CAP105,REST005,حطين,2025-12-20 14:02:00,42,21,حار جداً,خفيف,168.35,delivered,14,Saturday,0,0
ORD031624,CUST04458,CAP151,REST063,حطين,2025-04-07 17:56:00,51,18,عاصف,كثيف,72.25,delayed,17,Monday,0,1
ORD031625,CUST00399,CAP049,REST031,الورود,2025-02-06 14:45:00,43,16,غائم,متوسط,194.39,delivered,14,Thursday,0,0
ORD031626,CUST00043,CAP180,REST069,النخيل,2025-12-25 23:27:00,50,16,بارد,خفيف,307.08,delivered,23,Thursday,0,0
ORD031627,CUST01519,CAP128,REST078,المروج,2025-05-09 09:22:00,44,24,صافي,كثيف,207.02,delivered,9,Friday,0,0
ORD031628,CUST02465,CAP005,REST067,حطين,2026-01-27 17:29:00,62,33,حار جداً,شديد الكثافة,235.42,delayed,17,Tuesday,0,1
ORD031629,CUST04360,CAP150,REST059,الملقا,2026-05-02 17:30:00,50,31,غائم,شديد الكثافة,293.33,delivered,17,Saturday,0,0
ORD031630,CUST02772,CAP139,REST011,حطين,2025-12-25 12:22:00,64,28,غائم,شديد الكثافة,98.27,delayed,12,Thursday,1,1
ORD031631,CUST02624,CAP007,REST075,المروج,2026-03-24 17:04:00,45,20,بارد,خفيف,217.88,delivered,17,Tuesday,0,0
ORD031632,CUST01620,CAP147,REST031,الورود,2025-09-18 15:02:00,52,14,بارد,متوسط,342.07,delayed,15,Thursday,0,1
ORD031633,CUST04129,CAP080,REST027,السليمانية,2025-05-25 13:16:00,55,20,حار جداً,كثيف,243.03,delayed,13,Sunday,1,1
ORD031634,CUST03426,CAP154,REST007,الياسمين,2025-12-14 11:23:00,60,18,غائم,كثيف,113.77,delayed,11,Sunday,0,1
ORD031635,CUST01805,CAP195,REST050,النخيل,2025-10-22 19:17:00,69,25,غائم,كثيف,207.04,delayed,19,Wednesday,1,1
ORD031636,CUST03991,CAP040,REST014,الورود,2025-08-01 11:16:00,53,34,صافي,متوسط,103.34,delayed,11,Friday,0,1
ORD031637,CUST03521,CAP173,REST024,الملقا,2025-11-13 08:12:00,53,27,صافي,شديد الكثافة,266.41,delayed,8,Thursday,0,1
ORD031638,CUST02026,CAP075,REST004,الياسمين,2026-03-22 18:50:00,56,22,صافي,متوسط,80.44,delayed,18,Sunday,0,1
ORD031639,CUST02137,CAP134,REST055,المروج,2025-06-25 10:15:00,61,31,صافي,متوسط,129.23,delayed,10,Wednesday,0,1
ORD031640,CUST02722,CAP106,REST010,حطين,2026-01-17 09:43:00,43,6,بارد,كثيف,136.06,delivered,9,Saturday,0,0
ORD031641,CUST00162,CAP144,REST068,الملقا,2025-09-06 14:35:00,43,28,حار جداً,خفيف,145.21,delivered,14,Saturday,0,0
ORD031642,CUST02638,CAP146,REST058,الربوة,2026-04-16 20:32:00,35,17,غائم,خفيف,240.19,delivered,20,Thursday,1,0
ORD031643,CUST01838,CAP153,REST009,النخيل,2025-09-25 16:43:00,38,11,صافي,متوسط,96.01,delivered,16,Thursday,0,0
ORD031644,CUST04128,CAP189,REST013,النخيل,2025-07-02 13:28:00,47,12,صافي,خفيف,50.79,delivered,13,Wednesday,1,0
ORD031645,CUST04249,CAP002,REST042,الورود,2025-07-31 23:29:00,53,14,عاصف,شديد الكثافة,321.08,delayed,23,Thursday,0,1
ORD031646,CUST04641,CAP068,REST021,حطين,2025-05-20 12:43:00,60,34,غائم,متوسط,118.55,cancelled,12,Tuesday,1,1
ORD031647,CUST04735,CAP114,REST076,النخيل,2025-07-29 21:19:00,58,13,صافي,كثيف,344.52,delayed,21,Tuesday,1,1
ORD031648,CUST03564,CAP020,REST009,النخيل,2025-07-12 07:23:00,45,6,حار جداً,متوسط,335.57,delivered,7,Saturday,0,0
ORD031649,CUST02483,CAP184,REST068,الملقا,2025-10-28 08:10:00,61,35,غائم,كثيف,117.54,delayed,8,Tuesday,0,1
ORD031650,CUST01665,CAP096,REST033,الياسمين,2025-09-20 18:33:00,48,21,عاصف,متوسط,305.91,delivered,18,Saturday,0,0
ORD031651,CUST03481,CAP117,REST030,العليا,2025-01-09 09:11:00,37,5,حار جداً,خفيف,238.05,delivered,9,Thursday,0,0
ORD031652,CUST01786,CAP097,REST040,حطين,2025-06-03 22:53:00,45,11,غائم,متوسط,297.75,delivered,22,Tuesday,0,0
ORD031653,CUST04038,CAP143,REST071,حطين,2025-04-02 12:35:00,41,10,حار جداً,شديد الكثافة,202.2,delivered,12,Wednesday,1,0
ORD031654,CUST04691,CAP151,REST066,العليا,2025-10-11 10:54:00,34,11,صافي,كثيف,130.39,delivered,10,Saturday,0,0
ORD031655,CUST01247,CAP181,REST007,الياسمين,2025-10-23 17:46:00,59,21,حار جداً,خفيف,273.66,cancelled,17,Thursday,0,1
ORD031656,CUST01051,CAP112,REST007,الياسمين,2025-08-25 12:43:00,59,20,عاصف,خفيف,290.32,delayed,12,Monday,1,1
ORD031657,CUST00961,CAP012,REST078,المروج,2025-02-20 07:18:00,76,29,عاصف,شديد الكثافة,329.74,delayed,7,Thursday,0,1
ORD031658,CUST04122,CAP054,REST024,الملقا,2025-09-29 12:04:00,64,26,غائم,متوسط,116.73,delayed,12,Monday,1,1
ORD031659,CUST03145,CAP168,REST074,حطين,2026-05-22 16:19:00,87,38,حار جداً,شديد الكثافة,90.94,delayed,16,Friday,0,1
ORD031660,CUST03186,CAP105,REST072,النخيل,2025-01-08 07:38:00,46,19,صافي,متوسط,118.44,delivered,7,Wednesday,0,0
ORD031661,CUST00865,CAP078,REST052,العليا,2025-03-19 12:07:00,41,15,غائم,متوسط,77.76,delivered,12,Wednesday,1,0
ORD031662,CUST03924,CAP023,REST027,السليمانية,2026-03-26 23:45:00,38,16,حار جداً,خفيف,333.95,delivered,23,Thursday,0,0
ORD031663,CUST02756,CAP092,REST038,المروج,2025-03-13 19:33:00,53,15,غائم,شديد الكثافة,126.33,delayed,19,Thursday,1,1
ORD031664,CUST01534,CAP142,REST011,حطين,2026-05-02 18:14:00,61,33,صافي,خفيف,272.28,delayed,18,Saturday,0,1
ORD031665,CUST04703,CAP053,REST038,المروج,2025-05-05 12:22:00,42,13,بارد,كثيف,181.92,delivered,12,Monday,1,0
ORD031666,CUST03728,CAP142,REST022,الملقا,2025-10-30 12:31:00,60,26,صافي,متوسط,326.09,delayed,12,Thursday,1,1
ORD031667,CUST00259,CAP060,REST062,الياسمين,2025-10-16 23:01:00,69,32,حار جداً,خفيف,226.49,delayed,23,Thursday,0,1
ORD031668,CUST03690,CAP187,REST066,العليا,2025-04-27 11:27:00,35,15,بارد,خفيف,102.58,delivered,11,Sunday,0,0
ORD031669,CUST00318,CAP018,REST040,حطين,2025-04-10 20:43:00,31,7,غائم,كثيف,210.4,cancelled,20,Thursday,1,0
ORD031670,CUST02913,CAP157,REST074,حطين,2025-05-31 12:52:00,58,36,حار جداً,متوسط,290.96,delayed,12,Saturday,1,1
ORD031671,CUST01606,CAP005,REST067,حطين,2025-08-25 07:41:00,68,32,بارد,شديد الكثافة,271.65,delayed,7,Monday,0,1
ORD031672,CUST01896,CAP190,REST013,النخيل,2026-02-16 21:26:00,27,7,غائم,كثيف,135.11,delivered,21,Monday,1,0
ORD031673,CUST04443,CAP020,REST005,حطين,2025-08-26 21:39:00,46,21,بارد,كثيف,105.64,delivered,21,Tuesday,1,0
ORD031674,CUST04688,CAP082,REST012,النخيل,2025-01-30 09:24:00,85,38,صافي,شديد الكثافة,288.46,delayed,9,Thursday,0,1
ORD031675,CUST01260,CAP102,REST043,حطين,2025-08-16 20:57:00,72,30,غائم,كثيف,229.46,delayed,20,Saturday,1,1
ORD031676,CUST00773,CAP059,REST020,الملقا,2025-11-29 07:03:00,63,24,بارد,شديد الكثافة,274.35,delayed,7,Saturday,0,1
ORD031677,CUST04770,CAP052,REST078,المروج,2025-08-03 20:09:00,58,25,عاصف,خفيف,316.27,delayed,20,Sunday,1,1
ORD031678,CUST01850,CAP025,REST021,حطين,2026-03-06 19:14:00,61,29,حار جداً,كثيف,209.01,cancelled,19,Friday,1,1
ORD031679,CUST03021,CAP161,REST067,حطين,2025-06-02 19:01:00,78,37,صافي,خفيف,216.56,delayed,19,Monday,1,1
ORD031680,CUST04738,CAP116,REST010,حطين,2026-03-28 20:23:00,45,6,حار جداً,كثيف,44.38,delivered,20,Saturday,1,0
ORD031681,CUST03291,CAP060,REST039,السليمانية,2025-06-09 18:28:00,51,11,غائم,شديد الكثافة,115.73,delayed,18,Monday,0,1
ORD031682,CUST04168,CAP093,REST044,العليا,2026-04-02 08:40:00,47,5,غائم,كثيف,288.16,delivered,8,Thursday,0,0
ORD031683,CUST01863,CAP187,REST055,المروج,2025-04-06 14:11:00,72,36,عاصف,كثيف,139.9,delayed,14,Sunday,0,1
ORD031684,CUST02967,CAP090,REST031,الورود,2025-03-07 12:59:00,54,12,بارد,شديد الكثافة,188.28,delayed,12,Friday,1,1
ORD031685,CUST01868,CAP063,REST020,الملقا,2025-01-03 21:14:00,67,27,عاصف,خفيف,334.91,cancelled,21,Friday,1,1
ORD031686,CUST01265,CAP101,REST015,الربوة,2025-06-08 18:40:00,24,8,بارد,كثيف,297.3,delivered,18,Sunday,0,0
ORD031687,CUST00316,CAP032,REST073,العليا,2025-04-06 12:38:00,59,30,صافي,خفيف,20.49,delayed,12,Sunday,1,1
ORD031688,CUST03164,CAP144,REST053,الملقا,2026-02-20 15:44:00,43,5,عاصف,شديد الكثافة,169.95,delivered,15,Friday,0,0
ORD031689,CUST00656,CAP007,REST072,النخيل,2025-01-19 20:40:00,64,14,حار جداً,كثيف,50.71,delayed,20,Sunday,1,1
ORD031690,CUST01758,CAP106,REST029,السليمانية,2026-05-22 20:37:00,51,17,غائم,خفيف,275.37,delayed,20,Friday,1,1
ORD031691,CUST00519,CAP024,REST031,الورود,2026-03-10 22:43:00,52,15,غائم,كثيف,106.81,delayed,22,Tuesday,0,1
ORD031692,CUST03931,CAP038,REST049,النخيل,2026-05-12 20:04:00,58,14,غائم,كثيف,183.57,delayed,20,Tuesday,1,1
ORD031693,CUST00942,CAP122,REST019,النخيل,2025-09-04 19:27:00,42,11,حار جداً,شديد الكثافة,314.53,delivered,19,Thursday,1,0
ORD031694,CUST02121,CAP155,REST035,النخيل,2026-04-30 18:09:00,52,17,بارد,كثيف,204.95,delayed,18,Thursday,0,1
ORD031695,CUST04030,CAP155,REST038,المروج,2026-03-16 22:23:00,46,12,صافي,خفيف,255.86,delivered,22,Monday,0,0
ORD031696,CUST04918,CAP086,REST009,النخيل,2025-03-05 15:39:00,30,7,صافي,متوسط,134.49,delivered,15,Wednesday,0,0
ORD031697,CUST03688,CAP075,REST044,العليا,2025-11-20 07:10:00,23,6,حار جداً,متوسط,278.77,cancelled,7,Thursday,0,0
ORD031698,CUST04064,CAP043,REST024,الملقا,2026-03-13 18:12:00,70,34,عاصف,خفيف,217.72,delayed,18,Friday,0,1
ORD031699,CUST04682,CAP191,REST069,النخيل,2025-10-25 13:07:00,70,18,بارد,شديد الكثافة,263.67,delayed,13,Saturday,1,1
ORD031700,CUST03083,CAP056,REST072,النخيل,2026-03-26 13:06:00,47,13,عاصف,متوسط,18.28,delivered,13,Thursday,1,0
ORD031701,CUST00676,CAP120,REST051,النخيل,2026-02-13 09:32:00,57,25,بارد,متوسط,207.64,delayed,9,Friday,0,1
ORD031702,CUST04015,CAP003,REST009,النخيل,2025-11-14 10:22:00,47,8,عاصف,متوسط,279.4,cancelled,10,Friday,0,0
ORD031703,CUST00894,CAP188,REST032,المروج,2026-02-04 14:12:00,58,37,حار جداً,خفيف,300.71,delayed,14,Wednesday,0,1
ORD031704,CUST04670,CAP127,REST067,حطين,2025-02-27 19:10:00,82,38,غائم,شديد الكثافة,91.48,cancelled,19,Thursday,1,1
ORD031705,CUST00071,CAP116,REST004,الياسمين,2025-10-21 19:36:00,49,14,بارد,خفيف,97.25,delivered,19,Tuesday,1,0
ORD031706,CUST02372,CAP054,REST051,النخيل,2026-05-08 13:42:00,51,23,بارد,خفيف,106.48,delayed,13,Friday,1,1
ORD031707,CUST04119,CAP071,REST072,النخيل,2026-04-30 12:31:00,53,16,غائم,خفيف,302.4,delayed,12,Thursday,1,1
ORD031708,CUST04451,CAP017,REST018,النخيل,2026-04-12 10:24:00,46,8,حار جداً,كثيف,121.92,delivered,10,Sunday,0,0
ORD031709,CUST02034,CAP055,REST034,حطين,2025-04-16 14:51:00,30,5,عاصف,متوسط,196.02,delivered,14,Wednesday,0,0
ORD031710,CUST02934,CAP150,REST012,النخيل,2025-01-02 07:13:00,46,35,غائم,متوسط,85.62,delivered,7,Thursday,0,0
ORD031711,CUST01951,CAP127,REST042,الورود,2025-05-29 07:18:00,41,13,بارد,شديد الكثافة,221.55,delivered,7,Thursday,0,0
ORD031712,CUST02372,CAP173,REST025,العليا,2026-02-13 08:08:00,70,35,صافي,خفيف,92.65,delayed,8,Friday,0,1
ORD031713,CUST01259,CAP134,REST075,المروج,2025-08-29 22:19:00,55,19,حار جداً,خفيف,220.26,delayed,22,Friday,0,1
ORD031714,CUST00128,CAP047,REST078,المروج,2025-04-06 20:50:00,65,29,بارد,كثيف,339.68,delayed,20,Sunday,1,1
ORD031715,CUST00370,CAP019,REST006,العليا,2026-04-08 18:42:00,41,31,صافي,خفيف,260.76,delivered,18,Wednesday,0,0
ORD031716,CUST04308,CAP083,REST080,الملقا,2025-07-04 15:21:00,67,18,عاصف,شديد الكثافة,151.79,cancelled,15,Friday,0,1
ORD031717,CUST01227,CAP095,REST030,العليا,2025-02-27 13:31:00,61,8,غائم,شديد الكثافة,301.13,delayed,13,Thursday,1,1
ORD031718,CUST02311,CAP011,REST066,العليا,2026-05-15 15:05:00,46,18,حار جداً,كثيف,291.99,delivered,15,Friday,0,0
ORD031719,CUST04924,CAP087,REST018,النخيل,2025-01-27 07:15:00,34,10,غائم,متوسط,321.46,delivered,7,Monday,0,0
ORD031720,CUST04171,CAP115,REST026,الملقا,2026-01-16 13:53:00,46,13,بارد,شديد الكثافة,287.66,delivered,13,Friday,1,0
ORD031721,CUST01750,CAP029,REST022,الملقا,2025-08-05 14:55:00,49,24,بارد,كثيف,85.85,delivered,14,Tuesday,0,0
ORD031722,CUST04349,CAP197,REST069,النخيل,2025-10-07 12:29:00,56,19,حار جداً,متوسط,226.9,delayed,12,Tuesday,1,1
ORD031723,CUST02040,CAP153,REST062,الياسمين,2025-04-07 20:49:00,51,37,غائم,خفيف,182.72,delayed,20,Monday,1,1
ORD031724,CUST03338,CAP187,REST066,العليا,2025-10-16 22:14:00,53,12,عاصف,متوسط,278.13,delayed,22,Thursday,0,1
ORD031725,CUST01033,CAP053,REST049,النخيل,2025-02-23 15:10:00,34,16,غائم,متوسط,266.24,delivered,15,Sunday,0,0
ORD031726,CUST01292,CAP131,REST042,الورود,2025-01-20 13:45:00,45,10,حار جداً,شديد الكثافة,201.69,delivered,13,Monday,1,0
ORD031727,CUST04339,CAP068,REST050,النخيل,2025-05-09 15:02:00,47,23,صافي,خفيف,33.47,delivered,15,Friday,0,0
ORD031728,CUST01567,CAP054,REST037,السليمانية,2025-03-01 13:44:00,71,20,عاصف,شديد الكثافة,307.08,delayed,13,Saturday,1,1
ORD031729,CUST00209,CAP112,REST038,المروج,2025-09-09 15:59:00,51,16,عاصف,متوسط,318.2,delayed,15,Tuesday,0,1
ORD031730,CUST03083,CAP033,REST015,الربوة,2025-06-12 14:37:00,32,5,صافي,كثيف,279.52,delivered,14,Thursday,0,0
ORD031731,CUST03804,CAP085,REST047,النخيل,2025-11-06 19:18:00,40,19,صافي,كثيف,59.06,delivered,19,Thursday,1,0
ORD031732,CUST03332,CAP135,REST071,حطين,2025-08-29 11:17:00,35,8,غائم,خفيف,307.78,delivered,11,Friday,0,0
ORD031733,CUST03822,CAP063,REST052,العليا,2025-02-25 12:46:00,45,16,حار جداً,كثيف,209.15,delivered,12,Tuesday,1,0
ORD031734,CUST04110,CAP046,REST041,الشهداء,2025-04-25 18:10:00,42,14,غائم,متوسط,38.19,delivered,18,Friday,0,0
ORD031735,CUST01026,CAP188,REST011,حطين,2025-10-03 11:19:00,55,34,صافي,خفيف,216.45,delayed,11,Friday,0,1
ORD031736,CUST00572,CAP006,REST067,حطين,2025-10-03 21:43:00,84,38,بارد,متوسط,201.65,delayed,21,Friday,1,1
ORD031737,CUST03230,CAP187,REST026,الملقا,2025-12-18 10:15:00,33,13,غائم,متوسط,207.57,delivered,10,Thursday,0,0
ORD031738,CUST02859,CAP042,REST019,النخيل,2025-03-06 12:22:00,63,11,غائم,شديد الكثافة,182.08,delayed,12,Thursday,1,1
ORD031739,CUST02793,CAP066,REST006,العليا,2025-08-27 07:20:00,79,35,عاصف,شديد الكثافة,280.37,delayed,7,Wednesday,0,1
ORD031740,CUST00794,CAP081,REST001,الملقا,2025-10-24 19:58:00,75,33,صافي,متوسط,123.9,delayed,19,Friday,1,1
